Time,Temperature
2023-06-04 08:57:38,59°
2023-06-04 08:57:39,59°
2023-06-04 08:57:39,59°
2023-06-04 08:57:39,59°
2023-06-04 08:57:40,59°
2023-06-04 08:57:40,59°
2023-06-04 08:57:41,59°
2023-06-04 08:57:41,59°
2023-06-04 08:57:41,59°
2023-06-04 08:57:42,59°
2023-06-04 08:57:42,59°
2023-06-04 08:57:43,59°
2023-06-04 08:57:43,59°
2023-06-04 08:57:43,59°
2023-06-04 08:57:44,59°
2023-06-04 08:57:44,59°
2023-06-04 08:57:44,59°
2023-06-04 08:57:45,59°
2023-06-04 08:57:45,59°
2023-06-04 08:57:46,59°
2023-06-04 08:57:46,59°
2023-06-04 08:57:46,59°
2023-06-04 08:57:47,59°
2023-06-04 08:57:47,59°
2023-06-04 08:57:48,59°
2023-06-04 08:57:48,59°
2023-06-04 08:57:48,59°
2023-06-04 08:57:49,59°
2023-06-04 08:57:49,59°
2023-06-04 08:57:49,59°
2023-06-04 08:57:50,59°
2023-06-04 08:57:50,59°
2023-06-04 08:57:50,59°
2023-06-04 08:57:51,59°
2023-06-04 08:57:52,59°
2023-06-04 08:57:52,59°
2023-06-04 08:57:53,59°
2023-06-04 08:57:53,59°
2023-06-04 08:57:53,59°
2023-06-04 08:57:54,59°
2023-06-04 08:57:54,59°
2023-06-04 08:57:55,59°
2023-06-04 08:57:55,59°
2023-06-04 08:57:55,59°
2023-06-04 08:57:56,59°
2023-06-04 08:57:56,59°
2023-06-04 08:57:56,59°
2023-06-04 08:57:57,59°
2023-06-04 08:57:57,59°
2023-06-04 08:57:58,59°
2023-06-04 08:57:58,59°
2023-06-04 08:57:58,59°
2023-06-04 08:57:59,59°
2023-06-04 08:58:00,59°
2023-06-04 08:58:00,59°
2023-06-04 08:58:01,59°
2023-06-04 08:58:01,59°
2023-06-04 08:58:01,59°
2023-06-04 08:58:02,59°
2023-06-04 08:58:02,59°
2023-06-04 08:58:02,59°
2023-06-04 08:58:03,59°
2023-06-04 08:58:03,59°
2023-06-04 08:58:04,59°
2023-06-04 08:58:04,59°
2023-06-04 08:58:05,59°
2023-06-04 08:58:05,59°
2023-06-04 08:58:05,59°
2023-06-04 08:58:06,59°
2023-06-04 08:58:06,59°
2023-06-04 08:58:06,59°
2023-06-04 08:58:07,59°
2023-06-04 08:58:07,59°
2023-06-04 08:58:08,59°
2023-06-04 08:58:08,59°
2023-06-04 08:58:09,59°
2023-06-04 08:58:09,59°
2023-06-04 08:58:10,59°
2023-06-04 08:58:11,59°
2023-06-04 08:58:11,59°
2023-06-04 08:58:11,59°
2023-06-04 08:58:12,59°
2023-06-04 08:58:12,59°
2023-06-04 08:58:12,59°
2023-06-04 08:58:12,59°
2023-06-04 08:58:13,59°
2023-06-04 08:58:13,59°
2023-06-04 08:58:14,59°
2023-06-04 08:58:14,59°
2023-06-04 08:58:14,59°
2023-06-04 08:58:14,59°
2023-06-04 08:58:15,59°
2023-06-04 08:58:15,59°
2023-06-04 08:58:15,59°
2023-06-04 08:58:16,59°
2023-06-04 08:58:16,59°
2023-06-04 08:58:16,59°
2023-06-04 08:58:17,59°
2023-06-04 08:58:17,59°
2023-06-04 08:58:17,59°
2023-06-04 08:58:18,59°
2023-06-04 08:58:18,59°
2023-06-04 08:58:19,59°
2023-06-04 08:58:19,59°
2023-06-04 08:58:20,59°
2023-06-04 08:58:20,59°
2023-06-04 08:58:21,59°
2023-06-04 08:58:21,59°
2023-06-04 08:58:22,59°
2023-06-04 08:58:22,59°
2023-06-04 08:58:23,59°
2023-06-04 08:58:23,59°
2023-06-04 08:58:23,59°
2023-06-04 08:58:24,59°
2023-06-04 08:58:24,59°
2023-06-04 08:58:25,59°
2023-06-04 08:58:25,59°
2023-06-04 08:58:26,59°
2023-06-04 08:58:26,59°
2023-06-04 08:58:26,59°
2023-06-04 08:58:27,59°
2023-06-04 08:58:27,59°
2023-06-04 08:58:28,59°
2023-06-04 08:58:28,59°
2023-06-04 08:58:28,59°
2023-06-04 08:58:29,59°
2023-06-04 08:58:29,59°
2023-06-04 08:58:29,59°
2023-06-04 08:58:30,59°
2023-06-04 08:58:30,59°
2023-06-04 08:58:31,59°
2023-06-04 08:58:31,59°
2023-06-04 08:58:31,59°
2023-06-04 08:58:31,59°
2023-06-04 08:58:32,59°
2023-06-04 08:58:32,59°
2023-06-04 08:58:32,59°
2023-06-04 08:58:33,59°
2023-06-04 08:58:33,59°
2023-06-04 08:58:33,59°
2023-06-04 08:58:34,59°
2023-06-04 08:58:34,59°
2023-06-04 08:58:34,59°
2023-06-04 08:58:35,59°
2023-06-04 08:58:35,59°
2023-06-04 08:58:35,59°
2023-06-04 08:58:36,59°
2023-06-04 08:58:36,59°
2023-06-04 08:58:36,59°
2023-06-04 08:58:36,59°
2023-06-04 08:58:37,59°
2023-06-04 08:58:37,59°
2023-06-04 08:58:37,59°
2023-06-04 08:58:38,59°
2023-06-04 08:58:38,59°
2023-06-04 08:58:38,59°
2023-06-04 08:58:38,59°
2023-06-04 08:58:39,59°
2023-06-04 08:58:39,59°
2023-06-04 08:58:39,59°
2023-06-04 08:58:40,59°
2023-06-04 08:58:40,59°
2023-06-04 08:58:40,59°
2023-06-04 08:58:41,59°
2023-06-04 08:58:41,59°
2023-06-04 08:58:41,59°
2023-06-04 08:58:41,59°
2023-06-04 08:58:42,59°
2023-06-04 08:58:42,59°
2023-06-04 08:58:42,59°
2023-06-04 08:58:43,59°
2023-06-04 08:58:43,59°
2023-06-04 08:58:43,59°
2023-06-04 08:58:44,59°
2023-06-04 08:58:44,59°
2023-06-04 08:58:44,59°
2023-06-04 08:58:45,59°
2023-06-04 08:58:45,59°
2023-06-04 08:58:45,59°
2023-06-04 08:58:46,59°
2023-06-04 08:58:46,59°
2023-06-04 08:58:47,59°
2023-06-04 08:58:47,59°
2023-06-04 08:58:48,59°
2023-06-04 08:58:48,59°
2023-06-04 08:58:49,59°
2023-06-04 08:58:49,59°
2023-06-04 08:58:49,59°
2023-06-04 08:58:50,59°
2023-06-04 08:58:51,59°
2023-06-04 08:58:51,59°
2023-06-04 08:58:52,59°
2023-06-04 08:58:52,59°
2023-06-04 08:58:53,59°
2023-06-04 08:58:53,59°
2023-06-04 08:58:53,59°
2023-06-04 08:58:54,59°
2023-06-04 08:58:54,59°
2023-06-04 08:58:54,59°
2023-06-04 08:58:55,59°
2023-06-04 08:58:55,59°
2023-06-04 08:58:56,59°
2023-06-04 08:58:56,59°
2023-06-04 08:58:56,59°
2023-06-04 08:58:57,59°
2023-06-04 08:58:57,59°
2023-06-04 08:58:58,59°
2023-06-04 08:58:58,59°
2023-06-04 08:58:59,59°
2023-06-04 08:58:59,59°
2023-06-04 08:59:00,59°
2023-06-04 08:59:00,59°
2023-06-04 08:59:00,59°
2023-06-04 08:59:01,59°
2023-06-04 08:59:01,59°
2023-06-04 08:59:01,59°
2023-06-04 08:59:02,59°
2023-06-04 08:59:02,59°
2023-06-04 08:59:03,59°
2023-06-04 08:59:03,59°
2023-06-04 08:59:03,59°
2023-06-04 08:59:04,59°
2023-06-04 08:59:04,59°
2023-06-04 08:59:04,59°
2023-06-04 08:59:05,59°
2023-06-04 08:59:05,59°
2023-06-04 08:59:06,59°
2023-06-04 08:59:06,59°
2023-06-04 08:59:07,59°
2023-06-04 08:59:07,59°
2023-06-04 08:59:07,59°
2023-06-04 08:59:08,59°
2023-06-04 08:59:08,59°
2023-06-04 08:59:08,59°
2023-06-04 08:59:09,59°
2023-06-04 08:59:09,59°
2023-06-04 08:59:10,59°
2023-06-04 08:59:10,59°
2023-06-04 08:59:10,59°
2023-06-04 08:59:11,59°
2023-06-04 08:59:11,59°
2023-06-04 08:59:11,59°
2023-06-04 08:59:12,59°
2023-06-04 08:59:12,59°
2023-06-04 08:59:12,59°
2023-06-04 08:59:13,59°
2023-06-04 08:59:13,59°
2023-06-04 08:59:13,59°
2023-06-04 08:59:14,59°
2023-06-04 08:59:14,59°
2023-06-04 08:59:14,59°
2023-06-04 08:59:15,59°
2023-06-04 08:59:15,59°
2023-06-04 08:59:15,59°
2023-06-04 08:59:16,59°
2023-06-04 08:59:16,59°
2023-06-04 08:59:16,59°
2023-06-04 08:59:16,59°
2023-06-04 08:59:17,59°
2023-06-04 08:59:17,59°
2023-06-04 08:59:18,59°
2023-06-04 08:59:18,59°
2023-06-04 08:59:18,59°
2023-06-04 08:59:19,59°
2023-06-04 08:59:19,59°
2023-06-04 08:59:19,59°
2023-06-04 08:59:20,59°
2023-06-04 08:59:20,59°
2023-06-04 08:59:20,59°
2023-06-04 08:59:21,59°
2023-06-04 08:59:21,59°
2023-06-04 08:59:22,59°
2023-06-04 08:59:22,59°
2023-06-04 08:59:23,59°
2023-06-04 08:59:23,59°
2023-06-04 08:59:23,59°
2023-06-04 08:59:24,59°
2023-06-04 08:59:24,59°
2023-06-04 08:59:24,59°
2023-06-04 08:59:25,59°
2023-06-04 08:59:25,59°
2023-06-04 08:59:26,59°
2023-06-04 08:59:26,59°
2023-06-04 08:59:26,59°
2023-06-04 08:59:27,59°
2023-06-04 08:59:27,59°
2023-06-04 08:59:28,59°
2023-06-04 08:59:28,59°
2023-06-04 08:59:28,59°
2023-06-04 08:59:29,59°
2023-06-04 08:59:29,59°
2023-06-04 08:59:30,59°
2023-06-04 08:59:30,59°
2023-06-04 08:59:31,59°
2023-06-04 08:59:31,59°
2023-06-04 08:59:31,59°
2023-06-04 08:59:32,59°
2023-06-04 08:59:32,59°
2023-06-04 08:59:33,59°
2023-06-04 08:59:33,59°
2023-06-04 08:59:33,59°
2023-06-04 08:59:34,59°
2023-06-04 08:59:34,59°
2023-06-04 08:59:35,59°
2023-06-04 08:59:35,59°
2023-06-04 08:59:35,59°
2023-06-04 08:59:36,59°
2023-06-04 08:59:36,59°
2023-06-04 08:59:36,59°
2023-06-04 08:59:37,59°
2023-06-04 08:59:37,59°
2023-06-04 08:59:38,59°
2023-06-04 08:59:38,59°
2023-06-04 08:59:38,59°
2023-06-04 08:59:39,59°
2023-06-04 08:59:39,59°
2023-06-04 08:59:40,59°
2023-06-04 08:59:40,59°
2023-06-04 08:59:41,59°
2023-06-04 08:59:41,59°
2023-06-04 08:59:42,59°
2023-06-04 08:59:42,59°
2023-06-04 08:59:42,59°
2023-06-04 08:59:43,59°
2023-06-04 08:59:43,59°
2023-06-04 08:59:43,59°
2023-06-04 08:59:44,59°
2023-06-04 08:59:44,59°
2023-06-04 08:59:44,59°
2023-06-04 08:59:45,59°
2023-06-04 08:59:45,59°
2023-06-04 08:59:46,59°
2023-06-04 08:59:46,59°
2023-06-04 08:59:46,59°
2023-06-04 08:59:47,59°
2023-06-04 08:59:47,59°
2023-06-04 08:59:48,59°
2023-06-04 08:59:48,59°
2023-06-04 08:59:48,59°
2023-06-04 08:59:49,59°
2023-06-04 08:59:49,59°
2023-06-04 08:59:49,59°
2023-06-04 08:59:50,59°
2023-06-04 08:59:50,59°
2023-06-04 08:59:51,59°
2023-06-04 08:59:51,59°
2023-06-04 08:59:51,59°
2023-06-04 08:59:52,59°
2023-06-04 08:59:52,59°
2023-06-04 08:59:52,59°
2023-06-04 08:59:53,59°
2023-06-04 08:59:53,59°
2023-06-04 08:59:54,59°
